,period,value
5567,2023-01-24T15,29311
5568,2023-01-24T16,32357
5569,2023-01-24T17,33715
5570,2023-01-24T18,32376
5571,2023-01-24T19,30262
5572,2023-01-24T20,28813
5573,2023-01-24T21,28219
5574,2023-01-24T22,27655
5575,2023-01-24T23,27727
5576,2023-01-25T00,27365
5577,2023-01-25T01,28106
5578,2023-01-25T02,30351
5579,2023-01-25T03,33081
5580,2023-01-25T04,33800
5581,2023-01-25T05,33317
5582,2023-01-25T06,32626
5583,2023-01-25T07,31410
5584,2023-01-25T08,29666
5585,2023-01-25T09,28187
5586,2023-01-25T10,26911
5587,2023-01-25T11,26466
5588,2023-01-25T12,26164
5589,2023-01-25T13,26453
5590,2023-01-25T14,27369
5591,2023-01-25T15,29455
5592,2023-01-25T16,32247
5593,2023-01-25T17,33416
5594,2023-01-25T18,32030
5595,2023-01-25T19,30507
5596,2023-01-25T20,29332
5597,2023-01-25T21,28773
5598,2023-01-25T22,28370
5599,2023-01-25T23,28053
5600,2023-01-26T00,27139
5601,2023-01-26T01,28174
5602,2023-01-26T02,30084
5603,2023-01-26T03,32377
5604,2023-01-26T04,33025
5605,2023-01-26T05,32536
5606,2023-01-26T06,31795
5607,2023-01-26T07,30607
5608,2023-01-26T08,28783
5609,2023-01-26T09,27199
5610,2023-01-26T10,26643
5611,2023-01-26T11,26320
5612,2023-01-26T12,25906
5613,2023-01-26T13,25830
5614,2023-01-26T14,26746
5615,2023-01-26T15,28570
5616,2023-01-26T16,30899
5617,2023-01-26T17,31844
5618,2023-01-26T18,30627
5619,2023-01-26T19,28986
5620,2023-01-26T20,28234
5621,2023-01-26T21,27346
5622,2023-01-26T22,26750
5623,2023-01-26T23,26561
5624,2023-01-27T00,26845
5625,2023-01-27T01,27605
5626,2023-01-27T02,29743
5627,2023-01-27T03,32246
5628,2023-01-27T04,33100
5629,2023-01-27T05,32816
5630,2023-01-27T06,32105
5631,2023-01-27T07,30923
5632,2023-01-27T08,29272
5633,2023-01-27T09,27868
5634,2023-01-27T10,27250
5635,2023-01-27T11,26703
5636,2023-01-27T12,26465
5637,2023-01-27T13,26727
5638,2023-01-27T14,26947
5639,2023-01-27T15,28584
5640,2023-01-27T16,30997
5641,2023-01-27T17,32298
5642,2023-01-27T18,31104
5643,2023-01-27T19,29583
5644,2023-01-27T20,29078
5645,2023-01-27T21,28057
5646,2023-01-27T22,27296
5647,2023-01-27T23,26932
5648,2023-01-28T00,27320
5649,2023-01-28T01,27906
5650,2023-01-28T02,29369
5651,2023-01-28T03,31598
5652,2023-01-28T04,32049
5653,2023-01-28T05,31584
5654,2023-01-28T06,31082
5655,2023-01-28T07,30586
5656,2023-01-28T08,29146
5657,2023-01-28T09,27570
5658,2023-01-28T10,26585
5659,2023-01-28T11,25712
5660,2023-01-28T12,25225
5661,2023-01-28T13,25096
5662,2023-01-28T14,25571
5663,2023-01-28T15,26737
5664,2023-01-28T16,27968
5665,2023-01-28T17,28110
5666,2023-01-28T18,27389
5667,2023-01-28T19,26550
5668,2023-01-28T20,26080
5669,2023-01-28T21,24633
5670,2023-01-28T22,23653
5671,2023-01-28T23,23283
5672,2023-01-29T00,23632
5673,2023-01-29T01,24898
5674,2023-01-29T02,26890
5675,2023-01-29T03,29632
5676,2023-01-29T04,30454
5677,2023-01-29T05,30303
5678,2023-01-29T06,29650
5679,2023-01-29T07,28971
5680,2023-01-29T08,28051
5681,2023-01-29T09,26683
5682,2023-01-29T10,25744
5683,2023-01-29T11,25191
5684,2023-01-29T12,24493
5685,2023-01-29T13,24239
5686,2023-01-29T14,24407
5687,2023-01-29T15,25004
5688,2023-01-29T16,25875
5689,2023-01-29T17,26370
5690,2023-01-29T18,27290
5691,2023-01-29T19,28559
5692,2023-01-29T20,28999
5693,2023-01-29T21,28586
5694,2023-01-29T22,28423
5695,2023-01-29T23,27228
5696,2023-01-30T00,27056
5697,2023-01-30T01,27787
5698,2023-01-30T02,29341
5699,2023-01-30T03,31526
5700,2023-01-30T04,32137
5701,2023-01-30T05,31901
5702,2023-01-30T06,31088
5703,2023-01-30T07,30051
5704,2023-01-30T08,28147
5705,2023-01-30T09,26886
5706,2023-01-30T10,26204
5707,2023-01-30T11,25891
5708,2023-01-30T12,25477
5709,2023-01-30T13,25584
5710,2023-01-30T14,26307
5711,2023-01-30T15,27917
5712,2023-01-30T16,30767
5713,2023-01-30T17,32405
5714,2023-01-30T18,32332
5715,2023-01-30T19,30713
5716,2023-01-30T20,30185
5717,2023-01-30T21,29974
5718,2023-01-30T22,30568
5719,2023-01-30T23,30624
5720,2023-01-31T00,29822
5721,2023-01-31T01,30615
5722,2023-01-31T02,31915
5723,2023-01-31T03,33994
5724,2023-01-31T04,34820
5725,2023-01-31T05,34124
5726,2023-01-31T06,33210
5727,2023-01-31T07,31843
5728,2023-01-31T08,30095
5729,2023-01-31T09,28419
5730,2023-01-31T10,27697
5731,2023-01-31T11,27777
5732,2023-01-31T12,27316
5733,2023-01-31T13,27505
5734,2023-01-31T14,27785
5735,2023-01-31T15,29661
5736,2023-01-31T16,32273
5737,2023-01-31T17,33586
5738,2023-01-31T18,32063
5739,2023-01-31T19,30149
5740,2023-01-31T20,28794
5741,2023-01-31T21,27745
5742,2023-01-31T22,27719
5743,2023-01-31T23,27500
5744,2023-02-01T00,27455
5745,2023-02-01T01,28122
5746,2023-02-01T02,29926
5747,2023-02-01T03,32808
5748,2023-02-01T04,33852
5749,2023-02-01T05,33576
5750,2023-02-01T06,32888
5751,2023-02-01T07,31910
5752,2023-02-01T08,30093
5753,2023-02-01T09,28517
5754,2023-02-01T10,27784
5755,2023-02-01T11,27815
5756,2023-02-01T12,27358
5757,2023-02-01T13,27054
5758,2023-02-01T14,27666
5759,2023-02-01T15,29674
5760,2023-02-01T16,32221
5761,2023-02-01T17,33376
5762,2023-02-01T18,31831
5763,2023-02-01T19,29955
5764,2023-02-01T20,28762
5765,2023-02-01T21,27964
5766,2023-02-01T22,27148
5767,2023-02-01T23,26713
5768,2023-02-02T00,26813
5769,2023-02-02T01,27333
5770,2023-02-02T02,29767
5771,2023-02-02T03,32673
5772,2023-02-02T04,33554
5773,2023-02-02T05,33211
5774,2023-02-02T06,32527
5775,2023-02-02T07,31582
5776,2023-02-02T08,29746
5777,2023-02-02T09,28212
5778,2023-02-02T10,27708
5779,2023-02-02T11,27199
5780,2023-02-02T12,26989
5781,2023-02-02T13,26778
5782,2023-02-02T14,27347
5783,2023-02-02T15,29556
5784,2023-02-02T16,32033
5785,2023-02-02T17,33041
5786,2023-02-02T18,32191
5787,2023-02-02T19,30945
5788,2023-02-02T20,30168
5789,2023-02-02T21,28860
5790,2023-02-02T22,27937
5791,2023-02-02T23,27709
5792,2023-02-03T00,27778
5793,2023-02-03T01,28713
5794,2023-02-03T02,30187
5795,2023-02-03T03,32609
5796,2023-02-03T04,33213
5797,2023-02-03T05,32761
5798,2023-02-03T06,31955
5799,2023-02-03T07,30710
5800,2023-02-03T08,28917
5801,2023-02-03T09,27492
5802,2023-02-03T10,26833
5803,2023-02-03T11,26121
5804,2023-02-03T12,25745
5805,2023-02-03T13,25671
5806,2023-02-03T14,26183
5807,2023-02-03T15,27891
5808,2023-02-03T16,30612
5809,2023-02-03T17,31827
5810,2023-02-03T18,31758
5811,2023-02-03T19,31184
5812,2023-02-03T20,30924
5813,2023-02-03T21,29863
5814,2023-02-03T22,29432
5815,2023-02-03T23,29110
5816,2023-02-04T00,29163
5817,2023-02-04T01,29196
5818,2023-02-04T02,29693
5819,2023-02-04T03,31455
5820,2023-02-04T04,31946
5821,2023-02-04T05,31299
5822,2023-02-04T06,30573
5823,2023-02-04T07,29868
5824,2023-02-04T08,28837
5825,2023-02-04T09,27659
5826,2023-02-04T10,26955
5827,2023-02-04T11,26068
5828,2023-02-04T12,25549
5829,2023-02-04T13,25278
5830,2023-02-04T14,25566
5831,2023-02-04T15,26335
5832,2023-02-04T16,27393
5833,2023-02-04T17,27293
5834,2023-02-04T18,27199
5835,2023-02-04T19,26429
5836,2023-02-04T20,25455
5837,2023-02-04T21,24084
5838,2023-02-04T22,24327
5839,2023-02-04T23,24199
5840,2023-02-05T00,24985
5841,2023-02-05T01,26231
5842,2023-02-05T02,27325
5843,2023-02-05T03,29222
5844,2023-02-05T04,29765
5845,2023-02-05T05,29560
5846,2023-02-05T06,28859
5847,2023-02-05T07,28161
5848,2023-02-05T08,27145
5849,2023-02-05T09,26022
5850,2023-02-05T10,25286
5851,2023-02-05T11,24782
5852,2023-02-05T12,24221
5853,2023-02-05T13,24011
5854,2023-02-05T14,24066
5855,2023-02-05T15,24551
5856,2023-02-05T16,25390
5857,2023-02-05T17,25918
5858,2023-02-05T18,26497
5859,2023-02-05T19,25767
5860,2023-02-05T20,24999
5861,2023-02-05T21,24895
5862,2023-02-05T22,24337
5863,2023-02-05T23,23976
5864,2023-02-06T00,24045
5865,2023-02-06T01,24965
5866,2023-02-06T02,26747
5867,2023-02-06T03,29526
5868,2023-02-06T04,30798
5869,2023-02-06T05,30824
5870,2023-02-06T06,30029
5871,2023-02-06T07,29464
5872,2023-02-06T08,28476
5873,2023-02-06T09,27213
5874,2023-02-06T10,26466
5875,2023-02-06T11,25780
5876,2023-02-06T12,25427
5877,2023-02-06T13,25558
5878,2023-02-06T14,26110
5879,2023-02-06T15,27583
5880,2023-02-06T16,30326
5881,2023-02-06T17,31499
5882,2023-02-06T18,30514
5883,2023-02-06T19,29132
5884,2023-02-06T20,28381
5885,2023-02-06T21,27652
5886,2023-02-06T22,26633
5887,2023-02-06T23,25728
5888,2023-02-07T00,25487
5889,2023-02-07T01,26827
5890,2023-02-07T02,28784
5891,2023-02-07T03,31847
5892,2023-02-07T04,33057
5893,2023-02-07T05,32508
5894,2023-02-07T06,31766
5895,2023-02-07T07,30831
5896,2023-02-07T08,28862
5897,2023-02-07T09,27656
5898,2023-02-07T10,26544
5899,2023-02-07T11,25889
5900,2023-02-07T12,25757
5901,2023-02-07T13,25838
5902,2023-02-07T14,26110
5903,2023-02-07T15,27860
5904,2023-02-07T16,30971
5905,2023-02-07T17,31839
5906,2023-02-07T18,30384
5907,2023-02-07T19,28487
5908,2023-02-07T20,27890
5909,2023-02-07T21,26768
5910,2023-02-07T22,26110
5911,2023-02-07T23,26172
5912,2023-02-08T00,26018
5913,2023-02-08T01,26939
5914,2023-02-08T02,28720
5915,2023-02-08T03,31430
5916,2023-02-08T04,32479
5917,2023-02-08T05,32180
5918,2023-02-08T06,31375
5919,2023-02-08T07,30354
5920,2023-02-08T08,28729
5921,2023-02-08T09,27368
5922,2023-02-08T10,26439
5923,2023-02-08T11,25653
5924,2023-02-08T12,25243
5925,2023-02-08T13,25264
5926,2023-02-08T14,26179
5927,2023-02-08T15,28108
5928,2023-02-08T16,30727
5929,2023-02-08T17,31518
5930,2023-02-08T18,29935
5931,2023-02-08T19,28772
5932,2023-02-08T20,27691
5933,2023-02-08T21,26608
5934,2023-02-08T22,26121
5935,2023-02-08T23,26044
5936,2023-02-09T00,25651
5937,2023-02-09T01,26756
5938,2023-02-09T02,28245
5939,2023-02-09T03,31067
5940,2023-02-09T04,32166
5941,2023-02-09T05,31732
5942,2023-02-09T06,30835
5943,2023-02-09T07,29976
5944,2023-02-09T08,28332
5945,2023-02-09T09,26692
5946,2023-02-09T10,26313
5947,2023-02-09T11,25385
5948,2023-02-09T12,24786
5949,2023-02-09T13,24796
5950,2023-02-09T14,25879
5951,2023-02-09T15,27797
5952,2023-02-09T16,30259
5953,2023-02-09T17,30999
5954,2023-02-09T18,29450
5955,2023-02-09T19,27827
5956,2023-02-09T20,27002
5957,2023-02-09T21,26604
5958,2023-02-09T22,26052
5959,2023-02-09T23,26495
5960,2023-02-10T00,26607
5961,2023-02-10T01,27211
5962,2023-02-10T02,28693
5963,2023-02-10T03,31072
5964,2023-02-10T04,31921
5965,2023-02-10T05,31281
5966,2023-02-10T06,30484
5967,2023-02-10T07,29559
5968,2023-02-10T08,27848
5969,2023-02-10T09,26368
5970,2023-02-10T10,25761
5971,2023-02-10T11,24936
5972,2023-02-10T12,24502
5973,2023-02-10T13,24576
5974,2023-02-10T14,25252
5975,2023-02-10T15,27221
5976,2023-02-10T16,29491
5977,2023-02-10T17,30126
5978,2023-02-10T18,29117
5979,2023-02-10T19,27768
5980,2023-02-10T20,27885
5981,2023-02-10T21,27084
5982,2023-02-10T22,26385
5983,2023-02-10T23,26253
5984,2023-02-11T00,26667
5985,2023-02-11T01,26672
5986,2023-02-11T02,28517
5987,2023-02-11T03,30609
5988,2023-02-11T04,31302
5989,2023-02-11T05,30641
5990,2023-02-11T06,29962
5991,2023-02-11T07,29031
5992,2023-02-11T08,27993
5993,2023-02-11T09,26602
5994,2023-02-11T10,25671
5995,2023-02-11T11,24937
5996,2023-02-11T12,24264
5997,2023-02-11T13,23933
5998,2023-02-11T14,24126
5999,2023-02-11T15,24826
6000,2023-02-11T16,25897
6001,2023-02-11T17,26358
6002,2023-02-11T18,25795
6003,2023-02-11T19,25205
6004,2023-02-11T20,25107
6005,2023-02-11T21,24880
6006,2023-02-11T22,24583
6007,2023-02-11T23,24009
6008,2023-02-12T00,24036
6009,2023-02-12T01,24474
6010,2023-02-12T02,26065
6011,2023-02-12T03,28936
6012,2023-02-12T04,30196
6013,2023-02-12T05,29861
6014,2023-02-12T06,29362
6015,2023-02-12T07,28720
6016,2023-02-12T08,27735
6017,2023-02-12T09,26786
6018,2023-02-12T10,25722
6019,2023-02-12T11,25115
6020,2023-02-12T12,24418
6021,2023-02-12T13,24077
6022,2023-02-12T14,24298
6023,2023-02-12T15,24805
6024,2023-02-12T16,25695
6025,2023-02-12T17,25796
6026,2023-02-12T18,24332
6027,2023-02-12T19,23114
6028,2023-02-12T20,22444
6029,2023-02-12T21,22423
6030,2023-02-12T22,21956
6031,2023-02-12T23,22409
6032,2023-02-13T00,23275
6033,2023-02-13T01,24045
6034,2023-02-13T02,25452
6035,2023-02-13T03,28196
6036,2023-02-13T04,29415
6037,2023-02-13T05,29320
6038,2023-02-13T06,29157
6039,2023-02-13T07,28443
6040,2023-02-13T08,27052
6041,2023-02-13T09,26102
6042,2023-02-13T10,25655
6043,2023-02-13T11,24578
6044,2023-02-13T12,24312
6045,2023-02-13T13,24272
6046,2023-02-13T14,25275
6047,2023-02-13T15,26997
6048,2023-02-13T16,29562
6049,2023-02-13T17,30337
6050,2023-02-13T18,29009
6051,2023-02-13T19,27201
6052,2023-02-13T20,26480
6053,2023-02-13T21,25765
6054,2023-02-13T22,25848
6055,2023-02-13T23,25988
6056,2023-02-14T00,26111
6057,2023-02-14T01,26650
6058,2023-02-14T02,28256
6059,2023-02-14T03,31325
6060,2023-02-14T04,32535
6061,2023-02-14T05,32137
6062,2023-02-14T06,31496
6063,2023-02-14T07,30244
6064,2023-02-14T08,28587
6065,2023-02-14T09,26757
6066,2023-02-14T10,25732
6067,2023-02-14T11,25005
6068,2023-02-14T12,24794
6069,2023-02-14T13,25013
6070,2023-02-14T14,25579
6071,2023-02-14T15,27641
6072,2023-02-14T16,30338
6073,2023-02-14T17,31570
6074,2023-02-14T18,30645
6075,2023-02-14T19,29198
6076,2023-02-14T20,27966
6077,2023-02-14T21,27136
6078,2023-02-14T22,27150
6079,2023-02-14T23,27523
6080,2023-02-15T00,27862
6081,2023-02-15T01,29011
6082,2023-02-15T02,30645
6083,2023-02-15T03,32891
6084,2023-02-15T04,34138
6085,2023-02-15T05,33853
6086,2023-02-15T06,33236
6087,2023-02-15T07,32111
6088,2023-02-15T08,30372
6089,2023-02-15T09,28619
6090,2023-02-15T10,27772
6091,2023-02-15T11,27156
6092,2023-02-15T12,26548
6093,2023-02-15T13,26465
6094,2023-02-15T14,27456
6095,2023-02-15T15,29614
6096,2023-02-15T16,32344
6097,2023-02-15T17,32855
6098,2023-02-15T18,31166
6099,2023-02-15T19,29302
6100,2023-02-15T20,27848
6101,2023-02-15T21,27105
6102,2023-02-15T22,26261
6103,2023-02-15T23,25928
6104,2023-02-16T00,26254
6105,2023-02-16T01,26516
6106,2023-02-16T02,28798
6107,2023-02-16T03,32252
6108,2023-02-16T04,34008
6109,2023-02-16T05,33844
6110,2023-02-16T06,33114
6111,2023-02-16T07,32127
6112,2023-02-16T08,30509
6113,2023-02-16T09,28915
6114,2023-02-16T10,27877
6115,2023-02-16T11,27272
6116,2023-02-16T12,26995
6117,2023-02-16T13,27253
6118,2023-02-16T14,28110
6119,2023-02-16T15,30394
6120,2023-02-16T16,33027
6121,2023-02-16T17,33558
6122,2023-02-16T18,32045
6123,2023-02-16T19,30087
6124,2023-02-16T20,28552
6125,2023-02-16T21,27649
6126,2023-02-16T22,27547
6127,2023-02-16T23,27073
6128,2023-02-17T00,26850
6129,2023-02-17T01,27524
6130,2023-02-17T02,29511
6131,2023-02-17T03,32126
6132,2023-02-17T04,34004
6133,2023-02-17T05,33791
6134,2023-02-17T06,32909
6135,2023-02-17T07,31719
6136,2023-02-17T08,30102
6137,2023-02-17T09,28507
6138,2023-02-17T10,27721
6139,2023-02-17T11,26881
6140,2023-02-17T12,26642
6141,2023-02-17T13,26518
6142,2023-02-17T14,27120
6143,2023-02-17T15,29108
6144,2023-02-17T16,31568
6145,2023-02-17T17,32176
6146,2023-02-17T18,30820
6147,2023-02-17T19,28801
6148,2023-02-17T20,27099
6149,2023-02-17T21,26181
6150,2023-02-17T22,25373
6151,2023-02-17T23,25231
6152,2023-02-18T00,25295
6153,2023-02-18T01,25601
6154,2023-02-18T02,28017
6155,2023-02-18T03,30829
6156,2023-02-18T04,32015
6157,2023-02-18T05,31600
6158,2023-02-18T06,31247
6159,2023-02-18T07,30546
6160,2023-02-18T08,29328
6161,2023-02-18T09,27941
6162,2023-02-18T10,27027
6163,2023-02-18T11,26008
6164,2023-02-18T12,25573
6165,2023-02-18T13,25661
6166,2023-02-18T14,25738
6167,2023-02-18T15,26452
6168,2023-02-18T16,27552
6169,2023-02-18T17,27956
6170,2023-02-18T18,27145
6171,2023-02-18T19,25328
6172,2023-02-18T20,24032
6173,2023-02-18T21,23979
6174,2023-02-18T22,23369
6175,2023-02-18T23,23293
6176,2023-02-19T00,22663
6177,2023-02-19T01,23265
6178,2023-02-19T02,25060
6179,2023-02-19T03,28175
6180,2023-02-19T04,29840
6181,2023-02-19T05,29833
6182,2023-02-19T06,29366
6183,2023-02-19T07,28983
6184,2023-02-19T08,27916
6185,2023-02-19T09,26826
6186,2023-02-19T10,26212
6187,2023-02-19T11,25590
6188,2023-02-19T12,25063
6189,2023-02-19T13,24800
6190,2023-02-19T14,24793
6191,2023-02-19T15,25688
6192,2023-02-19T16,26606
6193,2023-02-19T17,26360
6194,2023-02-19T18,25959
6195,2023-02-19T19,24110
6196,2023-02-19T20,22951
6197,2023-02-19T21,22254
6198,2023-02-19T22,21617
6199,2023-02-19T23,21541
6200,2023-02-20T00,22188
6201,2023-02-20T01,22988
6202,2023-02-20T02,25339
6203,2023-02-20T03,27869
6204,2023-02-20T04,29593
6205,2023-02-20T05,29514
6206,2023-02-20T06,28970
6207,2023-02-20T07,28486
6208,2023-02-20T08,27570
6209,2023-02-20T09,26169
6210,2023-02-20T10,25561
6211,2023-02-20T11,24820
6212,2023-02-20T12,24525
6213,2023-02-20T13,24659
6214,2023-02-20T14,25305
6215,2023-02-20T15,26725
6216,2023-02-20T16,28304
6217,2023-02-20T17,28362
6218,2023-02-20T18,27692
6219,2023-02-20T19,26148
6220,2023-02-20T20,25159
6221,2023-02-20T21,24381
6222,2023-02-20T22,23743
6223,2023-02-20T23,23917
6224,2023-02-21T00,24000
6225,2023-02-21T01,25188
6226,2023-02-21T02,27067
6227,2023-02-21T03,29935
6228,2023-02-21T04,31094
6229,2023-02-21T05,30660
6230,2023-02-21T06,29905
6231,2023-02-21T07,28942
6232,2023-02-21T08,27353
6233,2023-02-21T09,25748
6234,2023-02-21T10,25150
6235,2023-02-21T11,24683
6236,2023-02-21T12,24271
6237,2023-02-21T13,24472
6238,2023-02-21T14,25271
6239,2023-02-21T15,26955
6240,2023-02-21T16,29000
6241,2023-02-21T17,29630
6242,2023-02-21T18,29467
6243,2023-02-21T19,28158
6244,2023-02-21T20,26672
6245,2023-02-21T21,26022
6246,2023-02-21T22,26597
6247,2023-02-21T23,26252
6248,2023-02-22T00,25999
6249,2023-02-22T01,27098
6250,2023-02-22T02,29240
6251,2023-02-22T03,31334
6252,2023-02-22T04,32425
6253,2023-02-22T05,32122
6254,2023-02-22T06,31352
6255,2023-02-22T07,30347
6256,2023-02-22T08,28861
6257,2023-02-22T09,27686
6258,2023-02-22T10,26791
6259,2023-02-22T11,26188
6260,2023-02-22T12,25819
6261,2023-02-22T13,25890
6262,2023-02-22T14,26783
6263,2023-02-22T15,28320
6264,2023-02-22T16,30589
6265,2023-02-22T17,31029
6266,2023-02-22T18,29890
6267,2023-02-22T19,28043
6268,2023-02-22T20,26828
6269,2023-02-22T21,26447
6270,2023-02-22T22,26527
6271,2023-02-22T23,25972
6272,2023-02-23T00,27056
6273,2023-02-23T01,27788
6274,2023-02-23T02,29775
6275,2023-02-23T03,32903
6276,2023-02-23T04,34635
6277,2023-02-23T05,34448
6278,2023-02-23T06,33673
6279,2023-02-23T07,32435
6280,2023-02-23T08,30536
6281,2023-02-23T09,29185
6282,2023-02-23T10,28230
6283,2023-02-23T11,27967
6284,2023-02-23T12,27240
6285,2023-02-23T13,27108
6286,2023-02-23T14,27505
6287,2023-02-23T15,29345
6288,2023-02-23T16,31953
6289,2023-02-23T17,32759
6290,2023-02-23T18,32506
6291,2023-02-23T19,32161
6292,2023-02-23T20,32339
6293,2023-02-23T21,31222
6294,2023-02-23T22,30033
6295,2023-02-23T23,28937
6296,2023-02-24T00,28858
6297,2023-02-24T01,29024
6298,2023-02-24T02,30754
6299,2023-02-24T03,33611
6300,2023-02-24T04,34960
6301,2023-02-24T05,34677
6302,2023-02-24T06,33774
6303,2023-02-24T07,32603
6304,2023-02-24T08,31060
6305,2023-02-24T09,29521
6306,2023-02-24T10,28124
6307,2023-02-24T11,27247
6308,2023-02-24T12,26797
6309,2023-02-24T13,26960
6310,2023-02-24T14,27382
6311,2023-02-24T15,29157
6312,2023-02-24T16,31554
6313,2023-02-24T17,32766
6314,2023-02-24T18,33272
6315,2023-02-24T19,33295
6316,2023-02-24T20,33782
6317,2023-02-24T21,33756
6318,2023-02-24T22,33452
6319,2023-02-24T23,32835
6320,2023-02-25T00,31995
6321,2023-02-25T01,32142
6322,2023-02-25T02,32597
6323,2023-02-25T03,33731
6324,2023-02-25T04,34357
6325,2023-02-25T05,33816
6326,2023-02-25T06,32931
6327,2023-02-25T07,31683
6328,2023-02-25T08,30115
6329,2023-02-25T09,28580
6330,2023-02-25T10,27339
6331,2023-02-25T11,26697
6332,2023-02-25T12,26219
6333,2023-02-25T13,25893
6334,2023-02-25T14,26029
6335,2023-02-25T15,26764
6336,2023-02-25T16,27899
6337,2023-02-25T17,29301
6338,2023-02-25T18,30557
6339,2023-02-25T19,31535
6340,2023-02-25T20,31721
6341,2023-02-25T21,30970
6342,2023-02-25T22,30126
6343,2023-02-25T23,29510
6344,2023-02-26T00,29763
6345,2023-02-26T01,29673
6346,2023-02-26T02,29814
6347,2023-02-26T03,31728
6348,2023-02-26T04,32903
6349,2023-02-26T05,32518
6350,2023-02-26T06,32032
6351,2023-02-26T07,31110
6352,2023-02-26T08,29601
6353,2023-02-26T09,28212
6354,2023-02-26T10,27514
6355,2023-02-26T11,26596
6356,2023-02-26T12,25954
6357,2023-02-26T13,25795
6358,2023-02-26T14,25842
6359,2023-02-26T15,26262
6360,2023-02-26T16,26780
6361,2023-02-26T17,27568
6362,2023-02-26T18,27253
6363,2023-02-26T19,26463
6364,2023-02-26T20,26189
6365,2023-02-26T21,25987
6366,2023-02-26T22,26131
6367,2023-02-26T23,26481
6368,2023-02-27T00,27338
6369,2023-02-27T01,28008
6370,2023-02-27T02,29516
6371,2023-02-27T03,31300
6372,2023-02-27T04,32829
6373,2023-02-27T05,32546
6374,2023-02-27T06,31786
6375,2023-02-27T07,30939
6376,2023-02-27T08,29193
6377,2023-02-27T09,27486
6378,2023-02-27T10,26715
6379,2023-02-27T11,26278
6380,2023-02-27T12,25919
6381,2023-02-27T13,25935
6382,2023-02-27T14,26704
6383,2023-02-27T15,28636
6384,2023-02-27T16,31137
6385,2023-02-27T17,32783
6386,2023-02-27T18,33360
6387,2023-02-27T19,32925
6388,2023-02-27T20,33229
6389,2023-02-27T21,33574
6390,2023-02-27T22,32900
6391,2023-02-27T23,31836
6392,2023-02-28T00,31072
6393,2023-02-28T01,30939
6394,2023-02-28T02,31984
6395,2023-02-28T03,34127
6396,2023-02-28T04,35301
6397,2023-02-28T05,34838
6398,2023-02-28T06,33949
6399,2023-02-28T07,32502
6400,2023-02-28T08,30512
6401,2023-02-28T09,28700
6402,2023-02-28T10,27769
6403,2023-02-28T11,26881
6404,2023-02-28T12,26322
6405,2023-02-28T13,26430
6406,2023-02-28T14,26986
6407,2023-02-28T15,28582
6408,2023-02-28T16,31001
6409,2023-02-28T17,32087
6410,2023-02-28T18,32310
6411,2023-02-28T19,31574
6412,2023-02-28T20,31009
6413,2023-02-28T21,30405
6414,2023-02-28T22,29305
6415,2023-02-28T23,29062
6416,2023-03-01T00,28884
6417,2023-03-01T01,29419
6418,2023-03-01T02,31005
6419,2023-03-01T03,33209
6420,2023-03-01T04,34506
6421,2023-03-01T05,34137
6422,2023-03-01T06,33158
6423,2023-03-01T07,31779
6424,2023-03-01T08,29867
6425,2023-03-01T09,28460
6426,2023-03-01T10,27409
6427,2023-03-01T11,26810
6428,2023-03-01T12,26474
6429,2023-03-01T13,26536
6430,2023-03-01T14,27119
6431,2023-03-01T15,28930
6432,2023-03-01T16,31544
6433,2023-03-01T17,32546
